URL,Title,Sub-heading,Description,Content under product listing
https://jrdunn.com/designers/messika/move/uno.html,MESSIKA MOVE UNO COLLECTION,A SINGLE MOVING DIAMOND,"The Move Uno collection presents diamond necklaces, earrings, and rings that have a feminine touch. Each design features a single moving diamond in the signature Messika cage pendant crafted in 18K yellow gold, rose gold, or white gold. Shop diamond jewelry that can be worn every day to achieve minimalist or maximalist looks.",
https://jrdunn.com/jewelry-gift-ideas/fathers-day-gifts.html,Gifts for Fathers Day,,"This Father’s Day, be sure to get Dad something memorable. Don’t just pick up a simple tie or some new golf balls, but instead, get him something significant that he will love and cherish for years to come. Take the opportunity to show Dad how appreciated and loved he is, and get him an amazing gift that he will be proud to show off.",
https://jrdunn.com/designers/ippolita/rock-candy/gold-rock-candy.html,IPPOLITA GOLD ROCK CANDY COLLECTION,,,
https://jrdunn.com/designer-jewelry-by-category/mens/moneyclip-pen-knife-keyring.html,Men's Accessories,,"Knives, Money Clips, Cigar Cutters and more.",
https://jrdunn.com/wedding-rings/womens-wedding-bands/classic-diamond-wedding-ring.html,Classic Diamond Wedding Rings,Diamond wedding bands in gold and platinum ,"You want the breathtaking engagement ring he proposed to you with to be the focal point and nothing to take away from it. Look through the classic style of wedding rings that we offer to pair with your engagement ring. A plain wedding band might just be for you, but plain doesn’t have to mean no diamonds. A thin strand of pave diamonds, while classic, won’t take away from your center stone.

We offer classic ladies wedding rings in platinum, rose gold, white gold and yellow gold. While we might refer to classic as plain wedding rings, the selection of women’s wedding rings without diamonds is far from it. They’re dazzling, reflective and the perfect compliment to your engagement ring.",
https://jrdunn.com/designers/messika/mens.html,MESSIKA MENS MOVE JEWELRY,,"The Messika Move collection for men in modern satin brushed Titanium. Featuring Men's bracelets, rings and pendants crafted in Black Titanium, Graphite Titanium and Natural Titanium. The Messika's collection for men showcases the sliding diamond technology found in the iconic Move collection.",
https://jrdunn.com/designer-jewelry-by-category/sapphire-jewelry.html,Blue Sapphire Jewelry,Diamond wedding bands in gold and platinum ,"Explore the collection of beautiful blue sapphire jewelry, from gorgeous vivid rings with diamonds, to blue sapphire bracelets, necklaces, rings, and more. Discover the collection in-store or online at J.R. Dunn Jewelers.",
https://jrdunn.com/designers/messika/my-twin.html,MESSIKA MY TWIN COLLECTION,EMERALD AND PEAR CUT DIAMONDS IN 18K GOLD,"The Messika My Twin collection contains modern style rings, bracelets and necklaces. A perfect mix of elegant emerald cut diamonds and stylish pear cut diamonds crafted in 18K yellow gold, rose gold, or white gold. This Messika jewelry collection unites diamonds in pairs –because two is better than one.",
https://jrdunn.com/designers/moritz-glik/shaker-necklaces.html,Moritz Glik Necklaces,Shaker Pendants and Necklaces. ,"Step into the captivating realm of Moritz Glik necklaces, where jewelry design is elevated to unparalleled levels. These necklaces embody intricate expressions of creativity and craftsmanship, destined to adorn and mesmerize. Blending traditional elegance with contemporary artistry, each Moritz Glik necklace showcases meticulous gemstone selection and the innovative ""Kaleidoscope"" technique.",
https://jrdunn.com/watches/tag-heuer/carrera.html,TAG Heuer Carerera,The iconic sports watch inspired by Motor Sports,"The classic yet contemporary sports watch inspired by car racing. The TAG Heuer Carrera celebrates the speed demons, the risk-takers, the dreamers who race against time and never slow down.",
https://jrdunn.com/designer-jewelry-by-category/necklaces/choker-necklaces.html,CHOKER NECKLACES,,"Highlight your neck with a classic and versatile choker necklace. What is a Choker Necklace? It's a short, tight fitting necklace that tends to sit close to the neck, above the clavicle. The short style will complement a variety of necklines, from open to V and boat-neck, along with off-the-shoulder and strapless. A choker necklace draws just the right amount of attention, balancing a narrow chin and softening sharp facial angles. John Hardy's Legends Naga collection offers dragon motif chokers in mixed metal and sterling silver with black gemstones. Mikimoto presents white Akoya pearl chokers with 18K white gold or 18K yellow gold clasps. The EF Collection features chokers with charms including Zodiac signs and Evil eyes. Carbon and Hyde coker necklaces feature high-fashion diamond tennis and station necklaces. And don't forget to look at the ultra-chic Lana Nude multi-layer fringe necklace.",
https://jrdunn.com/watches/breitling/chronomat/chronomat-south-sea.html,Breitling Chronomat 36 South Sea,The Breitling Chronomat 36 South Sea introduces a capsule collection for the Ladie's Chronomat family.,"Featuring a whimsical and colorful three watch series in green, ice blue and pink mother of pearl with a perfect gradient of gemstones set on precious metal bezel. Breitling has paired each watch's dial color with a matching alligator strap. These straps are comfortable and easy wearing with a deployant, pin buckle clasp. No matter your lifestyle, the Chronomat South Sea is both fashionable and functionable.",
https://jrdunn.com/watches/breitling/breitling-womens-watches.html,Breitling Women's watches,It's not just a man's world anymore. ,"Breitling's Navitimer 35, 38 and Galactic lines are the perfect watches for women. 100% Swiss timepieces made to endure everywhere a woman needs to be, from piloting in the sky, to the CEO in an office building to a cocktail dress at an charity event. Sporty to elegant, all of Breitling's ladies watches follow the same strict precision guidelines Breitling and you demand of a watch.",
https://jrdunn.com/designers/ef-collection/earrings.html,EF COLLECTION EARRINGS,,"Perfect for single piercings or decorating multiple piercings on the ear. Whatever precious metal color you prefer, all LA handcrafted earrings are available in 14k yellow gold, 14k white gold or 14k rose gold. The collection includes an array of dazzling diamond earrings. Unique designs of dainty diamond hoops, drop earrings, diamond stud earrings, or wild and beautiful chained cuffs. There’s also earrings for the everyday necessities with a touch or without the sparkle of diamonds with gold hoop earrings. If you’re looking to add some color to your collection, a selection of colorful gemstones used by designer Emily Faith. Include Sapphire and diamond hoop earrings, rainbow earrings set with sapphires or colorful enamel coated hoops. Shop all EF Collection Jewelry.",
https://jrdunn.com/designers/gucci-jewelry/necklaces/female.html,GUCCI NECKLACES,,"If you’re looking for Italian style, look at our collection of Gucci necklaces. The designer pieces for men and women are a status symbol. Make your selection from fine, fashion or silver jewelry. You’ll find sterling silver and 18kt gold options, some with diamond accents. Styles range from link and toggle chains to dog tags, crosses and pendant necklaces. Check out a circle or cross pendant from the Diamantissima collection, with its crosshatched pattern. Get a glow on with an Icon Twirl necklace. Or perhaps gold ball on a chain. The heart shape is a popular motif, seen in Interlocking G and Flora necklaces. Gold Running G pieces are bound to give you a sunny disposition! Gucci jewelry is loved worldwide for its high quality and design. The attention the designer pays to detail will come back to you in admirers! You will wear your Gucci necklace every day and treasure it forever.",
https://jrdunn.com/wedding-rings/mens-wedding-bands/yellow-gold.html,Mens Yellow Gold Wedding Rings,14k and 18k yellow gold wedding rings at J.R. DUNN ,"The color of kings and queens over centuries, yellow gold is the oldest and most enduring precious material used for jewelry. Treat your king with a wedding ring made of the same material. While this metal is mined in pure gold (24 karat), it is much too soft to be used in jewelry. The mens wedding bands we and our design partners craft are made out of 14 karat or 18 karat yellow gold. Any yellow gold mens band is available in a multitude of designs. We have a wide range of gold diamond rings, engraved rings, and two-tone wedding bands with different types of gold. The most popular choice of mens wedding ring is the classic, high polished comfort fit yellow gold wedding band.",
https://jrdunn.com/designer-jewelry-by-category/geometric-jewelry.html,GEOMETRIC JEWELRY,,"There is jewelry where form follows function and shape means style. Geometric jewelry has dramatic lines and bold patterns. Art and science combine in radiant rings, beautiful bracelets, nifty necklaces and enchanting earrings! There is something comforting in the familiar silhouettes. Circles are a common theme among designer jewelry. You will find diamond disc necklaces in assorted sizes, and a variety of earring styles, including studs and drops. The sparkling spheres are sure to delight! Triangles are an obvious inspiration at Lana Jewelry. The brand’s Electric collection features a number of pairs of gold and diamond earrings, as well as necklaces that will drape your nape in luxury. Check out the collection’s diamond spike dangles, reflector diamond necklace and lariat to see terrific triangular pieces of jewelry! Look at the Eyelash collection’s diamond earring charm and studs, which has a matching necklace, too! The designs of Chimento Armillas bracelets demonstrate resemble a pyramid. They are available in white, rose and yellow gold finishes, with and without diamonds. Gladiator rings show that it’s hip to be square, when the shape is turned on its side, and display V-formations and chevrons, as well. You will find X rings, interlocking loop, bar, criss-cross and free-form rings, too. When you want your jewelry wardrobe to take shape, start with some geometric jewelry!",
https://jrdunn.com/designers/william-henry/divot-tools.html,William Henry Divot Tools,Crafted in the USA ,"Elevate your golfing experience with the precision-crafted William Henry Divot Tools. Renowned for their exquisite craftsmanship, these divot tools are a perfect blend of functionality and luxury. Made from premium materials, each tool is meticulously designed to offer unparalleled performance on the greens.",
https://jrdunn.com/watches/Accutron.html,Accutron Watches,,Not just a timepiece. It's a conversation piece. Iconic watches with patented electrostatic drive technology and retro-style classic watches powered by quartz.,
https://jrdunn.com/watches/michele/serein.html,Michele Serein Watches,Stylishly Oversized Watches,"The Serein collection by Michele Watch features a large, round, 36mm case in stainless steel, yellow tone or two tone. Large Roman numerals decorate the dial for high legibility. Choose the more formal version, dressed with diamonds for a business atmosphere, or the smooth bezel version for more casual apparel. Most of all, choose what's comfortable for you!",
https://jrdunn.com/designers/gucci-jewelry/ring/signet.html,GUCCI RINGS,,"Glamour and fine craftsmanship define Gucci rings. Made in Italy, pieces are well-designed and well-known. An enduring symbol since the 1930s, the Horsebit ring is fashioned in 18kt gold, some with diamonds. A cocktail style raises a smoky quartz gemstone to maximize its color. See a Diamantissima ring in 18kt yellow gold with hand-enamel or sterling silver. The criss-cross pattern or diamante motif are exclusive to Gucci. Flora and Bamboo collections are inspired by nature. An aureco black finish and wood material are special touches. The Icon collection boasts special finishes, too. Do you have jewelry made of white zirconia powder and synthetic black corundum? You can! An openwork Running G ring is opulent. And the 1973 ring has a vintage appeal. So many styles to choose from and only five fingers! What’s a girl or guy to do? We’ve got a few suggestions; Gucci rings are beautiful to wear, gift and treasure. Own your piece of Italian style today.",
https://jrdunn.com/watches/breitling/chronomat/chronomat-36.html,Breitling Chronomat 36,The Breitling Chronomat 36 introduces a middle sized watch to the Chronomat family for those with thin wrists.,"Featuring the redesigned barrel link Rouleaux bracelet, that became the iconic Breitling style in the 1980s and 90s. The Breitling Chronomat 36 is produced with a selection of dial and material combinations. The stunning green dial Chronomat 36 in stainless steel to the sporty blue or the full diamond bezel and dial in a combination of 18K rose gold and stainless steel. No matter your lifestyle, the Chronomat is durable enough to be worn for almost any activity and being 100% Swiss made brings peace of mind that your watch will be precise for any occasion.",
https://jrdunn.com/designers/messika.html,Messika Jewelry,Diamond Jewelry Crafted in 18K Gold.,"Valérie Messika is adding a new twist on diamond jewelry. Messika jewelry features bracelets, necklaces, earrings, and rings that make a statement. The brand is known for modern pieces that display moving diamonds and other bold designs. Explore a wide selection of jewelry all crafted in beautiful 18K yellow gold, rose gold, and white gold. Fine jewelry created for comfort –worn by anybody, anywhere.",
https://jrdunn.com/designer-jewelry-by-category/earrings/white-gold-earrings.html,WHITE GOLD EARRINGS,,"Nothing emphasizes the sparkle of brilliant cut diamonds and gemstones than the brightness of white gold. The neutral color of white Gold makes it ideal to pair up with other gold tones to create a unique and personalized look. Diamond in-and-out hoops, dangle earrings and more made in 14k white gold and 18k white gold from world renowned designers.",
https://jrdunn.com/wedding-rings/designers/crown-rings-wedding-band/men-wedding-bands.html,CROWN RING,MENS WEDDING BANDS,"For the man in your life, why not honor him with a beautifully crafted wedding band by CrownRing. Founded in 1999, CrownRing understands the modern man and they design their bands ensuring the utmost comfort and appeal. Their styles range from platinum or 14K white gold pieces that are brushed or polished, to others that are tastefully set with diamonds. Meticulously handcrafted and guaranteeing the highest quality, CrownRing has mastered the integration of luxury, elegance, and class in each and every one of their pieces.",
https://jrdunn.com/watches/breitling/endurance-pro.html,Breitling Endurance Pro Watches,,"The Breitling Endurance Pro is a Swiss-made sport chronograph featuring a Breitlight® case making it incredibly lightweight, yet durable enough for the professional and beginner alike. Whether a runner, cyclist, speed walker or just live a highly active life, the Endurance Pro is a fun, stylish watch that does not compromise style for accuracy. Matching, vibrant colored rubber straps in red, blue, yellow, orange and white are fixed to each watch via spring bars to keep the watch head securely attached to the strap and all Diver Pro rubber straps come with a pin-buckle ""tang"" clasp. Additionally, these timepieces can be purchased with an additional ECONYL yarn NATO strap that compliments the color of the watch you choose. The bezel has a bi-rotatable compass with engraved N, S, E, W points and on the inner colored bezel a pulsometer so that the wearer can monitor their heart rate during sport sessions.","More about the technical aspects of the watch: Breitling has crafted each monobloc 44mm case out of the exclusive Breitlight® material which is 3x lighter than Titanium and 5.8 times lighter than stainless steel. This material is also scratch resistant and temperature stable, never being as cold to the touch as stainless steel or Titanium. The movement that powers each watch is a COSC-certified Thermo-Compensated Superquartz B82 movement, which allows it keep time up to 10X more accurately than other battery powered watches. The hour and minute hands are finished in Super LumiNova® so you can easily keep track of time in any lighting conditions. Water resistant up to 100 meters, the Endurance Pro is the perfect sports watch for anyone with an active lifestyle."
https://jrdunn.com/designers/Piranesi.html,Piranesi Jewelry,,Fine jewelry crafted in 18K gold set with brilliant diamonds and stunning gemstones.,
https://jrdunn.com/designer-jewelry-by-category/silver-jewelry.html,SILVER JEWELRY,STERLING SILVER RINGS,"Sterling silver is one of the most adored out of all the precious metals. Discover a beautiful selection of silver jewelry including silver necklaces, silver bracelets, silver rings, and silver earrings. These are high quality pieces that are great for every day wear. Shop fine silver pieces that will add a classic touch to your jewelry box.",
https://jrdunn.com/watches/best-sellers.html,BEST SELLING WATCHES,,,
https://jrdunn.com/designer-jewelry-by-category/necklaces/paper-clip-necklaces.html,PAPER CLIP CHAIN NECKLACES,,"Paper clip chains are super trendy and stylish. They are designed in different widths and lengths, to meet your needs. Whether you are looking to make a statement or layer with other necklaces, we’ve got the perfect options for you. This style has become our latest obsession because you can wear it in many different ways. You can wear it on its own to elevate a simple white t-shirt look. Going on a night out with your girlfriends? Create a layer of chains for an edgy look on your night out. Shop our selection of paper clip chain necklaces in different types of gold like, yellow gold, rose gold and white gold.",
https://jrdunn.com/designer-jewelry-by-category/necklaces/chain-necklaces/herringbone.html,GOLD HERRINGBONE NECKLACES,"SILKY, DELICATE AND LIQUID GOLD NECKLACES",,"A classic chain style than has regained popularity, the Herringbone style necklace is a flat, delicate style that shimmers brilliantly. The Herringbone necklace has been nicknamed many things through the years, from snake chain to liquid gold because of fluid movement of the flat links."
https://jrdunn.com/designers/marco-bicego/alta-and-unico.html,MARCO BICEGO ALTA AND UNICO COLLECTION,,Alta and Unico collection from Marco Bicego featuring unique and breathtaking designs inspired by from Marco Bicego's heritage collections into limited production pieces.,
https://jrdunn.com/designer-jewelry-by-category/pearl-jewelry.html,PEARL JEWELRY,DESIGNER PEARL STRANDS,"Classic and stylish, our high-quality pearls and mother of pearl jewelry express a timeless elegance. Shop cultured Akoya and South Sea pearls that come in many pearl types, sizes and colors to go with any style. Our pearl jewelry sets feature pearl necklaces, pearl earrings, pearl rings and pearl bracelets — they are the perfect gift for any occasion. Both traditional and modern natural pearls will add a special touch to your jewelry box.",
https://jrdunn.com/designers/gucci-jewelry/ring/tourmaline.html,GUCCI RINGS,,"Glamour and fine craftsmanship define Gucci rings. Made in Italy, pieces are well-designed and well-known. An enduring symbol since the 1930s, the Horsebit ring is fashioned in 18kt gold, some with diamonds. A cocktail style raises a smoky quartz gemstone to maximize its color. See a Diamantissima ring in 18kt yellow gold with hand-enamel or sterling silver. The criss-cross pattern or diamante motif are exclusive to Gucci. Flora and Bamboo collections are inspired by nature. An aureco black finish and wood material are special touches. The Icon collection boasts special finishes, too. Do you have jewelry made of white zirconia powder and synthetic black corundum? You can! An openwork Running G ring is opulent. And the 1973 ring has a vintage appeal. So many styles to choose from and only five fingers! What’s a girl or guy to do? We’ve got a few suggestions; Gucci rings are beautiful to wear, gift and treasure. Own your piece of Italian style today.",
https://jrdunn.com/jewelry-gift-ideas/kids.html,Gifts for Kids,,,
https://jrdunn.com/watches/gucci-watches/g-timeless.html,GUCCI G-TIMLESS COLLECTION,,,
https://jrdunn.com/watches/breitling/superocean.html,Breitling Superocean watches,The New 2022 Superocean Collection. ,"The SuperOcean was originally designed and produced by Breitling for professional and military divers. The modern designs still embody the spirit of the watch born in 1957. Made of durable 316L stainless steel or black coated titanium, these dive watches are corrosion resistant to the harsh ocean waters. With variations of both men’s watches and women's watches, the SuperOcean offers great versatility. Whether you prefer a stainless steel bracelet or a rubber strap, this mechanical watch is perfect for daily wear. The rubber strap version of this watch with a folding clasp has a ratcheted extension feature. This feature allows you to easily adjust the length of the strap to fit over your scuba gear while scuba diving.","Title: Partners For a Cause
Description: Breitling has partnered with legendary surfer Kelly Slater’s brand OuterKnown and Econyl. The partnership between these companies has led to producing sustainable and recycled watch straps for the SuperOcean. These straps are made out of recycled, abandoned fishing nets that are being removed from the ocean. Not only are they stylish, but they’re helping to restore the beauty of the ocean with their product.

Title: Superocean Automatic 48
Description: Crafted in lightweight and durable Titanium, the Breitling Superocean Automatic 48 is a tool watch for safely exploring the seas. This is the largest watch in the Superocean range at 48mm. Equipped with a specially designed ceramic bezel with a safety lock. This allows the user to accurately time air consumption time or mission length.
All of the Superocean Automatic 48 incorporate superior antimagnetic systems that allow for consistent, accurate time telling. If you’re looking for something more understated and stealthy, a black DLC coated titanium version is also available. This watch is only available in strap versions.

Title: Breitling Superocean Automatic 46
Description: The Breitling Superocean 46 has been made in two different bezel versions; a red gold bezel or in all black titanium. The company has continued its stance on producing black titanium watches only on straps. This is due to the bracelet taking most of the wear and no coating has been developed to withstand scratching.

Title: Breitling Superocean Automatic 44 & Breitling Superocean 42
Description: The baseline model in the Superocean series is the Automatic 44 and Automatic 42. The dials of these watches have been simplified with easy to read enlarged index markers and arabic numerals. For underwater or night viewing, they are coated with superluminova. With just short exposure to light, they will stay illuminated in the dark for approximately an hour, though this can vary.
The core collection of superocean watches are very priced to be accessible. The price of the Superocean Automatic 44mm is $3700, while the Automatic 42mm is $3,450 on a rubber strap with a tang buckle. Other versions are available such as with a bracelet or OuterKnown econyl strap. The Automatic 44 offers a special edition OuterKnown version with a dark green bezel, dial and Econyl nato strap.

Title: Breitling Superocean Automatic 36
Description: The Automatic 36 is a much thinner and smaller diameter than other watches in this collection, measuring 36mm. This watch is available on a rubber strap, bracelet, or an after purchase addition of an Econyl strap. This women’s diver watch looks exactly like it’s larger counterparts but offers a unique dial and bezel choice. This size superocean is available with a white rubber bezel and dial, the epitome of a summer style. Offering a water resistance of 660 ft, this woman’s watch has plenty to offer for the open water."
https://jrdunn.com/designers/ippolita/bracelets.html,IPPOLITA BRACELETS,,"Explore Ippolita’s selection of bracelets that feature bangle bracelets, stacked bracelets, chain bracelets, and cuff bracelets. Every design is crafted in either 18K gold, sterling silver or two tone. Some jewelry features gemstones and diamonds while others display the simple beauty of precious metals. Discover the various styles of Ippolita bracelets for every day wear.",
https://jrdunn.com/designers/baraka.html,Baraka Jewelry Collection,Luxury Italian Jewelry inspired by Architecture.,"Barakà is an Italian luxury jewelry brand specializing in men's jewelry, known for its technical and engineering craftsmanship. The company emphasizes a blend of tradition and innovation, creating pieces inspired by architectural elements using high-quality materials like 750 gold, diamonds, and innovative materials such as ceramic and carbon fiber.",
https://jrdunn.com/designers/marco-bicego/siviglia-grande.html,MARCO BICEGO SIVIGLIA GRANDE,STATEMENT JEWELRY BORN FROM A CLASSIC,"A big bold addition to the Marco Bicego jewelry collection is the Siviglia Grande. Larger, hand engraved Siviglia beads that show off the craftsmanship and beauty of Italian gold jewelry.",
https://jrdunn.com/designers/william-henry/new-best-sellers.html,WILLIAM HENRY NEW ARRIVALS,,"William Henry products helps a man define his character and showcase his personality. Sterling silver bracelets feature onyx, turquoise, colorful fossil inlay sapphire and leather. Necklaces include shield, cross and guitar-pick styles. You can write a new chapter of your style history with a William Henry rollerball pen made of exotic woods like ebony, cocobolo or spalted tamarind. Keychain motifs include a skull, dragon and eagle. Money clips were designed to harness form and function beautifully. The company mainstay – pocket knives – is perfect to collect and house in a collector’s display case.",
https://jrdunn.com/designers/roberto-coin/bracelets.html,Roberto Coin Bracelets,STATEMENT JEWELRY BORN FROM A CLASSIC,"Roberto Coin bracelets are crafted from 18kt Italian gold and feature diamonds and gemstones. These pieces offer a range of designs, from bold colors to sleek textures and geometric patterns. Each bracelet is designed to complement your style and suit any occasion.",
https://jrdunn.com/watches/accutron/spaceview-dna.html,Accutron DNA,,"A redesign of the Spaceview with a domed sapphire crystal with an open dial allowing the wearer to view their multiple electrostatic turbine mechanism. On this ultra-modern, almost sci-fi stylized watch there are two small circular electrostatic generators visible on the lower half of the dial. The top of the new Accutron DNA dial is a larger electrostatic motor, driving the hand forward. The modern and sporty look features a rubber strap and is available with a blue, black, green or rose gold design.",
https://jrdunn.com/diamonds-engagement-rings/all-engagement-ring-styles/vintage.html,Vintage Diamond Engagement Rings,Our curated selection of vintage inspired engagement ring settings are the perfect future heirloom. ,"Drawing from the art deco style from the roaring 1920’s, these intricate rings feature touches of design that will leave her breathless. Some notable designers that we partner with are experts in the vintage style. Brands such as Tacori and Verragio are known for their attention to details. Many of these rings have been decorated with eye catching crescents, feminine lace or floral embellishments for your loved one. There are other ways to select a ring with a vintage feel. Most rings proposed with are in white gold or platinum. However vintage engagement rings in rose gold and yellow gold have become more and more popular.",
https://jrdunn.com/designer-jewelry-by-category/jewelry-charms.html,DESIGNER CHARMS,,"Charms offer a charming glance into someone’s personal history, with each keepsake telling a story. You can get a pretty good idea about someone’s passions and hobbies looking at their jewelry charms! They also provide gift-givers with multiple presentation opportunities! Charms are crafted in precious metals such as yellow gold, white gold and sterling silver. The John Hardy Classic Chain collection features sterling silver pendant enhancers with Mother-of-Pearl embellished designs, from a flower to ladybug, heart, four-leaf clover or horseshoe. The hand-carved pieces showcase the artisanal quality of the jewelry crafted under the brand. Birthstone charms from the Color My Life collection can be worn on a charm bracelet or necklace, radiantly representing family members’ birth months. Natural gemstones include amethyst, aquamarine, opal, peridot and citrine, while simulated stones include alexandrite, cubic zirconia, emerald, ruby and sapphire. Charms provide gift-givers with multiple presentation opportunities; start a new – or continue – a tradition today!",
https://jrdunn.com/designers/fope-jewelry-gioielli-italian-gold/new-arrivals.html,Fope New Arrivals,Latest releases from the Italian Designer ,"The latest FOPE jewelry collections embody a perfect fusion of elegance and innovation, showcasing the renowned Flex’it design with its flexible gold mesh for unparalleled comfort and sophistication. These new pieces, featuring exquisite gold and diamond combinations with vibrant gemstones, redefine classic designs with a modern twist. Each creation reflects FOPE's unwavering commitment to crafting luxurious, wearable art, ideal for both everyday and special occasions.",
https://jrdunn.com/designers/private-label-collection/bracelets.html,Private Label Bracelets by J.R. Dunn Jewelers,,"Shop private label bracelets, including diamond tennis bracelets and Cuban links. Each piece is thoughtfully crafted with attention to detail, offering a timeless addition to your jewelry collection. Find the perfect bracelet to match your look and make it uniquely yours.",
https://jrdunn.com/diamonds-engagement-rings/verragio/couture.html,Verragio Couture Engagement Rings,,"Couture Style. There is a bridal jewelry collection that’s like the Little Black Dress, perfect for anytime, anywhere: Verragio’s Couture engagement ring settings and wedding bands! The diamond-intensive semi-mounts feature an exclusive flower halo, Diamond Riviera, a pointed bottom shank and French beaded upward scrolls at the Verragio crest. A simpler, cleaner profile is presented in the pretty pieces. Sleek and streamlined, customization of components in white gold, rose gold, and yellow gold are available to you, to make your ring as unique as you are!",
https://jrdunn.com/designers/john-hardy-jewelry/earrings/drop.html,John Hardy Earrings,LUXURY DESIGNS JUST FOR YOU,"From the sensationally retro Dot Batu Diagonal Squares that dangle drops of topaz, cognac quartz, or hematite, to the sculpted refinement of the Bedeg 18-karat Gold Wide Hoops, John Hardy Earrings provide adornment for every occasion under the sun or moon.",
https://jrdunn.com/designers/ippolita/lollipop.html,IPPOLITA LOLLIPOP,MULTI-COLOR GEMSTONE JEWELRY IN 18K GOLD AND STERLING SILVER,"The Ippolita Lollipop collection features a variety of 18K gold and sterling silver jewelry that all display a pop of color. A selection of necklaces, bracelets, earrings, and rings crafted in precious metals that come in all different styles and a unique combinations of colors. Shop classic round stones in bright shades that will shine at every angle.",
https://jrdunn.com/designers/john-hardy-jewelry/icon.html,John Hardy Icon Jewelry,ARTISAN CRAFTED SILVER AND GOLD EARRINGS.,"The Icon Collection celebrates John Hardy’s heritage with the timeless Classic Chain, a design that embodies strength and connection. Each piece—whether a ring, bracelet, or necklace—is crafted using traditional Balinese techniques and features the signature woven pattern that symbolizes unity and resilience. Designed to be worn daily, the Icon Collection combines modern elegance with the soul of an enduring classic.",
https://jrdunn.com/designers/gucci-jewelry/gg-marmont.html,Gucci GG Marmont Collection,,"Each piece in Gucci's GG Marmont jewelry collection exudes sophistication, adorned with the iconic GG logo. The collection is a striking blend of timeless elegance and contemporary allure. From necklaces to earrings, it offers a range of stylish accessories that seamlessly fuse classic design with modern chic. GG Marmont makes a mark with its impeccable style and distinctive flair, presenting a statement of enduring fashion excellence.",
https://jrdunn.com/designers/fope-jewelry-gioielli-italian-gold/eka-collection.html,FOPE EKA COLLECTION,,,
https://jrdunn.com/diamonds-engagement-rings/tacori/new-best-sellers.html,New Tacori Engagement Rings,The hottest styles from the Hollywood chic designer.,"You can see the passion in the fashion of Tacori engagement rings and wedding bands. This is what sets the brand apart, and is so infatuating. Delightful details in a number of styles, personal craftsmanship by artisans in the Tacori California-based design studio, and unsurpassed beauty deliver the Tacori Touch, exciting brides-to-be of all ages all over the world. The signature ring collection is marked with a luxurious motif: the crescent silhouette, interlocking half-moon arcs that provide windows of light to reflect the brilliance of the diamonds placed within each semi-circle. You’ll find radiance from every angle of Tacori rings, from the foundation to the ceiling, inner face and resting point, a well as an incredible aerial perspective. Collections reveal classic, contemporary, elegant, modern and sophisticated designs, all of which have heirloom appeal.",
https://jrdunn.com/designers/marco-bicego/delicati.html,MARCO BICEGO DELICATI COLLECTION,,"“Delicati” is the Italian word for “delicate”. And, true to its name, Marco Bicego’s Delicati collection showcases dainty, small wonders from around the world. As with all Marco Bicego jewelry, the pieces are born of the designer’s Venetian origins, and link old-world tradition to contemporary design. The hand-crafted 18kt yellow gold precious creations are a tribute to the joy of traveling, inspired by a variety of places; you can see the African, Arabian, Indian and (of course!) Italian influences reflected in the line. Marco Bicego’s love of color and craftsmanship is visibly evident, too. The Delicati collection skillfully manipulates gold into organic shapes, delivering an artisanal quality that is a hallmark of the brand. You’ll find a series of mini necklaces and bracelets derived from the brand’s most iconic collections…with a softer, more delicate touch. The time-honored Bulino hand-etched texturing technique is incorporated into the pieces, some of which include an array of beautifully faceted stones, from diamonds (April’s birthstone that also signifies 10th and 60th anniversaries) to amethyst (February’s birthstone that also represents 6th and 17th anniversaries), tourmaline (a mineral that can be found in arrange of colors, from red or pinkish-red to light blue to bluish green, dark yellow to brownish black and brownish black to back), citrine (a golden yellow variety of quartz that is November’s birthstone) and aquamarine (a blue variety of the mineral beryl that is March’s birthstone). Marco Bicego’s Delicati an accessible, modern collection that presents everyday luxury for the discerning consumer: simple enough for daytime and splendid enough for nighttime. The tantalizing Delicati collection is unique, refined and graceful. Each piece displays the passion and care Marco Bicego puts into all of his work.",
https://jrdunn.com/wedding-rings/womens-wedding-bands/thin-wedding-rings.html,STACKABLE LADIES WEDDING RINGS - SHOW YOUR UNIQUE STYLE,,"You’re not the traditional woman, so should your wedding band shouldn’t be traditional either. We offer a wide selection of dainty stack rings that are perfect to show off your individuality. These stackable wedding rings can be mixed together with precious metals of all colors, with diamonds or without, intricately carved or plain. Switch it up or wear the same everyday, the possibilities are endless! Here’s some style references. Look to Gucci or the EF collection for wild geometric rings. If you’re searching for a vintage stack, Tacori, Mars or Anna Sheffield should be your first stop. All our brands typically craft bands with a more traditional flair.",
https://jrdunn.com/designer-jewelry-by-category/lab-created-diamond-jewelry/lab-grown-diamond-tennis-bracelets.html,LAB GROWN DIAMOND TENNIS BRACELETS,,"Shop our collection of lab diamond tennis bracelets available in different carat sizes from 3 carat lab diamond bracelet up to a 14 carat lab diamond bracelet. Each round brilliant cut diamond is set along the bracelet using 4 prongs for a timeless look and security. These gorgeous lab diamond bracelets are the perfect layering piece or gift for your special occasion. Crafted in 14k gold, shop our collection and find the perfect lab diamond bracelet to celebrate.",
